identity,tip_company,transactions,tipped_transactions
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,NodeOne,1800,1800
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,Soyas,151,151
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,Stellium,2317,2317
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,Temporal,1400,1400
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,blockRazor,62,62
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,blockrazor,305,305
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,blocksprint,1203,1203
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,bloxroute,573,572
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,landX,3921,3921
GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,stellium,7006,7006
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,(none),3045,0
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,0slot,233,233
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,AstraLane,319,319
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,BloxRoute,3,3
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Falcon,566,566
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Flashblock,5,5
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Helius,895,895
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Jito,266,266
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Moon,1,1
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Nextblock,134,134
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,NodeOne,231,231
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Soyas,41,41
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Stellium,411,411
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Temporal,328,328
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,blockRazor,15,15
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,blockrazor,59,59
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,blocksprint,253,253
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,bloxroute,206,206
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,landX,829,829
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,stellium,1351,1351
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,(none),625,0
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,0slot,61,61
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,AstraLane,85,85
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,BloxRoute,2,2
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,Falcon,135,135
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,Flashblock,1,1
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,Helius,212,212
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,Jito,90,90
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,Nextblock,31,31
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,NodeOne,55,55
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,Soyas,6,6
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,Stellium,110,110
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,Temporal,95,95
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,blockRazor,2,2
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,blockrazor,26,26
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,blocksprint,73,73
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,bloxroute,35,35
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,landX,105,105
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,stellium,260,260
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,(none),455,0
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,0slot,72,72
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,AstraLane,49,49
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Falcon,126,126
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Flashblock,1,1
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Helius,182,182
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Jito,63,63
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Nextblock,25,25
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,NodeOne,54,54
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Soyas,4,4
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Stellium,109,109
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Temporal,59,59
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,blockRazor,4,4
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,blockrazor,15,15
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,blocksprint,58,58
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,bloxroute,35,35
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,landX,90,90
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,stellium,224,224
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,(none),154,0
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,0slot,11,11
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,AstraLane,13,13
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,Falcon,27,27
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,Flashblock,1,1
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,Helius,38,38
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,Jito,18,18
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,Nextblock,2,2
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,NodeOne,9,9
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,Soyas,3,3
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,Stellium,17,17
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,Temporal,12,12
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,blockrazor,2,2
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,blocksprint,7,7
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,landX,18,18
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,stellium,39,39
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,(none),276,0
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,0slot,19,19
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,AstraLane,22,22
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,BloxRoute,1,1
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,Falcon,19,19
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,Helius,129,129
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,Jito,51,51
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,Nextblock,14,14
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,NodeOne,29,29
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,Soyas,2,2
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,Stellium,23,23
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,Temporal,23,23
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,blockRazor,2,2
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,blockrazor,5,5
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,blocksprint,36,36
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,bloxroute,13,13
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,landX,44,44
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,stellium,72,72
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,(none),9654,0
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,0slot,676,676
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,AstraLane,1302,1302
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,BloxRoute,16,16
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Falcon,2151,2151
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Flashblock,11,11
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Helius,3478,3478
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Jito,699,699
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Nextblock,400,400
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,NodeOne,757,757
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Soyas,161,161
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Stellium,1559,1559
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,Temporal,940,939
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,blockRazor,50,50
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,blockrazor,233,233
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,blocksprint,913,913
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,bloxroute,866,866
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,landX,3164,3164
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,stellium,4957,4957
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,(none),1911,0
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,0slot,191,191
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,AstraLane,311,311
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Astralane,1,1
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,BloxRoute,5,5
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Falcon,360,360
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Flashblock,5,5
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Helius,751,751
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Jito,321,321
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Moon,1,1
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Nextblock,93,93
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,NodeOne,159,159
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Soyas,24,24
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Stellium,293,293
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,Temporal,264,264
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,blockRazor,16,16
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,blockrazor,50,50
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,blocksprint,190,190
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,bloxroute,107,106
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,landX,639,639
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,stellium,1050,1050
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,(none),44,0
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,0slot,1,1
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,AstraLane,1,1
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,Helius,9,9
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,Jito,17,17
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,NodeOne,2,2
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,Soyas,2,2
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,Stellium,5,5
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,Temporal,7,7
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,stellium,6,6
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,(none),9873,0
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,0slot,928,928
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,AstraLane,1272,1272
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,BloxRoute,25,25
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Falcon,2312,2312
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Flashblock,12,12
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Helius,3456,3456
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Jito,1135,1132
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Moon,3,3
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Nextblock,499,499
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,NodeOne,1521,1521
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Soyas,107,107
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Stellium,1540,1540
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,Temporal,1162,1161
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,blockRazor,54,54
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,blockrazor,228,228
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,blocksprint,908,908
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,bloxroute,491,491
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,landX,2826,2826
GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,stellium,4967,4967
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,(none),229,0
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,0slot,12,12
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,AstraLane,28,28
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,Falcon,32,32
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,Helius,113,113
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,Jito,53,53
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,Nextblock,9,9
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,NodeOne,26,26
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,Soyas,4,4
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,Stellium,44,44
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,Temporal,35,35
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,blockRazor,1,1
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,blockrazor,6,6
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,blocksprint,18,18
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,bloxroute,14,14
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,landX,96,96
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,stellium,144,144
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,(none),6443,0
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,0slot,519,519
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,AstraLane,1600,1600
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Astralane,10,10
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,BloxRoute,10,10
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Falcon,1566,1566
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Flashblock,13,13
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Helius,2207,2207
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Jito,755,755
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Moon,2,2
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Nextblock,281,281
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,NodeOne,418,418
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Soyas,45,45
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Stellium,1011,1011
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,Temporal,746,746
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,blockRazor,28,28
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,blockrazor,144,144
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,blocksprint,582,582
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,bloxroute,1614,1614
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,landX,1410,1410
GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,stellium,2960,2960
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,(none),1001,0
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,0slot,95,95
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,AstraLane,203,203
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,BloxRoute,1,1
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,Falcon,88,88
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,Flashblock,3,3
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,Helius,515,515
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,Jito,98,98
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,Nextblock,73,73
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,NodeOne,93,93
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,Soyas,18,18
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,Stellium,130,130
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,Temporal,123,123
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,blockRazor,14,14
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,blockrazor,35,35
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,blocksprint,106,106
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,bloxroute,60,60
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,landX,424,424
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,stellium,579,579
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,(none),1128,0
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,0slot,82,82
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,AstraLane,144,144
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Astralane,1,1
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,BloxRoute,2,2
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Falcon,134,134
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Flashblock,1,1
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Helius,433,433
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Jito,170,170
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Moon,1,1
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Nextblock,49,49
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,NodeOne,184,184
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Soyas,9,9
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Stellium,142,142
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,Temporal,127,127
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,blockRazor,6,6
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,blockrazor,32,32
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,blocksprint,97,97
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,bloxroute,63,63
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,landX,390,390
GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw,stellium,543,543
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,(none),3763,0
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,0slot,356,356
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,AstraLane,379,379
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Astralane,1,1
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,BloxRoute,10,10
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Falcon,759,759
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Flashblock,4,4
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Helius,1351,1351
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Jito,416,416
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Moon,1,1
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Nextblock,157,157
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,NodeOne,472,472
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Soyas,30,30
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Stellium,559,559
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Temporal,430,430
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,blockRazor,15,15
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,blockrazor,77,77
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,blocksprint,302,302
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,bloxroute,163,162
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,landX,1062,1062
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,stellium,1737,1737
GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,(none),19068,0
