identity,leader_class,lane_a,name_a,lane_b,name_b,comparisons,a_wins,a_win_rate,matched_fee_comparisons,matched_fee_a_wins,matched_fee_a_win_rate
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,3,zeroslot,4,temporal,65,19,0.2923076923076923,59,13,0.22033898305084745
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,3,zeroslot,5,astralane,30,7,0.23333333333333334,29,6,0.20689655172413793
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,3,zeroslot,6,landx,944,439,0.4650423728813559,727,318,0.437414030261348
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,3,zeroslot,7,tpu-quic,1441,78,0.05412907702984039,651,41,0.0629800307219662
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,3,zeroslot,8,tpu-udp,585,125,0.21367521367521367,327,18,0.05504587155963303
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,3,zeroslot,9,stellium,772,577,0.7474093264248705,565,423,0.7486725663716814
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,3,zeroslot,10,nodeone,666,266,0.3993993993993994,467,185,0.3961456102783726
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,4,temporal,5,astralane,124,70,0.5645161290322581,124,70,0.5645161290322581
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,4,temporal,6,landx,95,59,0.6210526315789474,92,59,0.6413043478260869
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,4,temporal,7,tpu-quic,567,57,0.10052910052910052,559,57,0.10196779964221825
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,4,temporal,8,tpu-udp,151,19,0.12582781456953643,151,19,0.12582781456953643
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,4,temporal,9,stellium,43,28,0.6511627906976745,40,27,0.675
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,4,temporal,10,nodeone,66,42,0.6363636363636364,60,42,0.7
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,5,astralane,6,landx,38,27,0.7105263157894737,38,27,0.7105263157894737
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,5,astralane,7,tpu-quic,117,16,0.13675213675213677,116,16,0.13793103448275862
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,5,astralane,9,stellium,24,19,0.7916666666666666,23,18,0.782608695652174
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,5,astralane,10,nodeone,30,17,0.5666666666666667,29,17,0.5862068965517241
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,6,landx,7,tpu-quic,1598,113,0.0707133917396746,863,83,0.09617612977983778
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,6,landx,8,tpu-udp,689,137,0.1988388969521045,487,53,0.10882956878850103
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,6,landx,9,stellium,764,297,0.3887434554973822,555,222,0.4
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,6,landx,10,nodeone,827,560,0.6771463119709794,640,435,0.6796875
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,7,tpu-quic,8,tpu-udp,2469,1721,0.6970433373835561,2073,1333,0.6430294259527255
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,7,tpu-quic,9,stellium,1142,1085,0.9500875656742557,421,390,0.9263657957244655
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,7,tpu-quic,10,nodeone,1212,1116,0.9207920792079208,526,479,0.9106463878326996
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,8,tpu-udp,9,stellium,301,213,0.707641196013289,97,86,0.8865979381443299
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,8,tpu-udp,10,nodeone,362,237,0.6546961325966851,144,119,0.8263888888888888
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,fifo,9,stellium,10,nodeone,653,384,0.5880551301684533,469,277,0.5906183368869936
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,1,rpc,2,helius,7,6,0.8571428571428571,6,6,1.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,1,rpc,3,zeroslot,5,2,0.4,3,2,0.6666666666666666
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,1,rpc,6,landx,7,5,0.7142857142857143,5,4,0.8
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,1,rpc,7,tpu-quic,13,3,0.23076923076923078,9,0,0.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,1,rpc,9,stellium,6,5,0.8333333333333334,3,3,1.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,1,rpc,10,nodeone,5,4,0.8,4,4,1.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,2,helius,3,zeroslot,20,12,0.6,10,7,0.7
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,2,helius,4,temporal,1,0,0.0,1,0,0.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,2,helius,6,landx,20,5,0.25,12,3,0.25
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,2,helius,7,tpu-quic,28,4,0.14285714285714285,7,1,0.14285714285714285
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,2,helius,9,stellium,14,5,0.35714285714285715,5,3,0.6
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,2,helius,10,nodeone,13,5,0.38461538461538464,8,3,0.375
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,3,zeroslot,4,temporal,1,1,1.0,0,0,
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,3,zeroslot,6,landx,19,10,0.5263157894736842,8,7,0.875
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,3,zeroslot,7,tpu-quic,31,2,0.06451612903225806,6,0,0.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,3,zeroslot,9,stellium,16,10,0.625,8,5,0.625
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,3,zeroslot,10,nodeone,13,6,0.46153846153846156,8,3,0.375
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,4,temporal,6,landx,2,2,1.0,1,1,1.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,4,temporal,7,tpu-quic,1,0,0.0,0,0,
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,4,temporal,9,stellium,1,0,0.0,0,0,
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,4,temporal,10,nodeone,1,1,1.0,0,0,
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,6,landx,7,tpu-quic,29,5,0.1724137931034483,8,1,0.125
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,6,landx,9,stellium,14,5,0.35714285714285715,9,3,0.3333333333333333
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,6,landx,10,nodeone,16,14,0.875,8,7,0.875
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,7,tpu-quic,9,stellium,24,22,0.9166666666666666,4,4,1.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,7,tpu-quic,10,nodeone,20,18,0.9,4,4,1.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,prio,9,stellium,10,nodeone,13,11,0.8461538461538461,8,7,0.875
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,1,rpc,2,helius,7,3,0.42857142857142855,4,2,0.5
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,1,rpc,3,zeroslot,8,3,0.375,4,1,0.25
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,1,rpc,6,landx,5,3,0.6,1,0,0.0
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,1,rpc,7,tpu-quic,16,0,0.0,8,0,0.0
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,1,rpc,9,stellium,5,3,0.6,3,1,0.3333333333333333
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,1,rpc,10,nodeone,5,2,0.4,4,2,0.5
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,2,helius,3,zeroslot,26,20,0.7692307692307693,16,13,0.8125
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,2,helius,4,temporal,2,1,0.5,0,0,
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,2,helius,6,landx,19,4,0.21052631578947367,8,1,0.125
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,2,helius,7,tpu-quic,38,4,0.10526315789473684,5,0,0.0
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,2,helius,9,stellium,21,8,0.38095238095238093,11,4,0.36363636363636365
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,2,helius,10,nodeone,28,5,0.17857142857142858,15,2,0.13333333333333333
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,3,zeroslot,4,temporal,4,2,0.5,0,0,
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,3,zeroslot,5,astralane,1,1,1.0,0,0,
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,3,zeroslot,6,landx,18,10,0.5555555555555556,10,5,0.5
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,3,zeroslot,7,tpu-quic,37,5,0.13513513513513514,4,0,0.0
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,3,zeroslot,9,stellium,20,14,0.7,11,7,0.6363636363636364
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,3,zeroslot,10,nodeone,17,4,0.23529411764705882,6,1,0.16666666666666666
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,4,temporal,5,astralane,1,1,1.0,1,1,1.0
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,4,temporal,6,landx,4,3,0.75,0,0,
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,4,temporal,7,tpu-quic,6,1,0.16666666666666666,1,1,1.0
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,4,temporal,9,stellium,4,2,0.5,0,0,
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,4,temporal,10,nodeone,2,1,0.5,0,0,
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,5,astralane,7,tpu-quic,1,0,0.0,0,0,
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,6,landx,7,tpu-quic,34,3,0.08823529411764706,3,0,0.0
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,6,landx,9,stellium,24,4,0.16666666666666666,15,2,0.13333333333333333
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,6,landx,10,nodeone,21,19,0.9047619047619048,11,10,0.9090909090909091
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,7,tpu-quic,9,stellium,35,32,0.9142857142857143,7,6,0.8571428571428571
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,7,tpu-quic,10,nodeone,33,30,0.9090909090909091,4,4,1.0
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,prio,9,stellium,10,nodeone,22,16,0.7272727272727273,12,10,0.8333333333333334
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,1,rpc,2,helius,7,4,0.5714285714285714,5,3,0.6
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,1,rpc,3,zeroslot,7,4,0.5714285714285714,4,4,1.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,1,rpc,6,landx,4,4,1.0,4,4,1.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,1,rpc,7,tpu-quic,13,1,0.07692307692307693,4,0,0.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,1,rpc,9,stellium,5,5,1.0,3,3,1.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,1,rpc,10,nodeone,3,3,1.0,3,3,1.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,2,helius,3,zeroslot,10,4,0.4,5,2,0.4
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,2,helius,6,landx,7,6,0.8571428571428571,3,3,1.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,2,helius,7,tpu-quic,12,2,0.16666666666666666,2,0,0.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,2,helius,9,stellium,6,3,0.5,3,1,0.3333333333333333
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,2,helius,10,nodeone,5,2,0.4,4,2,0.5
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,3,zeroslot,6,landx,9,6,0.6666666666666666,4,2,0.5
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,3,zeroslot,7,tpu-quic,14,2,0.14285714285714285,1,0,0.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,3,zeroslot,9,stellium,10,7,0.7,7,5,0.7142857142857143
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,3,zeroslot,10,nodeone,6,1,0.16666666666666666,6,1,0.16666666666666666
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,6,landx,7,tpu-quic,12,1,0.08333333333333333,0,0,
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,6,landx,9,stellium,9,2,0.2222222222222222,4,1,0.25
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,6,landx,10,nodeone,6,5,0.8333333333333334,4,4,1.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,7,tpu-quic,9,stellium,12,10,0.8333333333333334,1,1,1.0
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,7,tpu-quic,10,nodeone,7,7,1.0,0,0,
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,prio,9,stellium,10,nodeone,6,2,0.3333333333333333,4,2,0.5
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,1,rpc,2,helius,51,29,0.5686274509803921,23,14,0.6086956521739131
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,1,rpc,3,zeroslot,49,23,0.46938775510204084,17,10,0.5882352941176471
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,1,rpc,4,temporal,8,6,0.75,6,5,0.8333333333333334
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,1,rpc,5,astralane,3,3,1.0,3,3,1.0
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,1,rpc,6,landx,51,36,0.7058823529411765,25,19,0.76
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,1,rpc,7,tpu-quic,91,16,0.17582417582417584,38,7,0.18421052631578946
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,1,rpc,9,stellium,37,24,0.6486486486486487,17,8,0.47058823529411764
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,1,rpc,10,nodeone,24,12,0.5,13,7,0.5384615384615384
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,2,helius,3,zeroslot,94,68,0.723404255319149,51,37,0.7254901960784313
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,2,helius,4,temporal,12,8,0.6666666666666666,4,2,0.5
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,2,helius,5,astralane,3,1,0.3333333333333333,2,1,0.5
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,2,helius,6,landx,88,48,0.5454545454545454,48,26,0.5416666666666666
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,2,helius,7,tpu-quic,156,25,0.16025641025641027,29,6,0.20689655172413793
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,2,helius,9,stellium,83,47,0.5662650602409639,49,26,0.5306122448979592
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,2,helius,10,nodeone,52,18,0.34615384615384615,32,13,0.40625
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,3,zeroslot,4,temporal,16,10,0.625,6,3,0.5
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,3,zeroslot,5,astralane,3,3,1.0,2,2,1.0
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,3,zeroslot,6,landx,98,62,0.6326530612244898,49,34,0.6938775510204082
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,3,zeroslot,7,tpu-quic,143,28,0.1958041958041958,24,4,0.16666666666666666
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,3,zeroslot,9,stellium,74,51,0.6891891891891891,47,28,0.5957446808510638
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,3,zeroslot,10,nodeone,53,24,0.4528301886792453,33,13,0.3939393939393939
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,4,temporal,5,astralane,5,4,0.8,5,4,0.8
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,4,temporal,6,landx,16,6,0.375,6,3,0.5
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,4,temporal,7,tpu-quic,34,5,0.14705882352941177,26,5,0.19230769230769232
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,4,temporal,9,stellium,14,5,0.35714285714285715,5,2,0.4
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,4,temporal,10,nodeone,8,5,0.625,2,2,1.0
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,5,astralane,6,landx,3,2,0.6666666666666666,3,2,0.6666666666666666
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,5,astralane,7,tpu-quic,5,0,0.0,5,0,0.0
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,5,astralane,9,stellium,4,1,0.25,4,1,0.25
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,5,astralane,10,nodeone,3,2,0.6666666666666666,2,2,1.0
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,6,landx,7,tpu-quic,144,14,0.09722222222222222,27,3,0.1111111111111111
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,6,landx,9,stellium,85,25,0.29411764705882354,52,16,0.3076923076923077
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,6,landx,10,nodeone,60,32,0.5333333333333333,29,18,0.6206896551724138
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,7,tpu-quic,9,stellium,127,117,0.9212598425196851,20,19,0.95
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,7,tpu-quic,10,nodeone,81,69,0.8518518518518519,14,14,1.0
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,prio,9,stellium,10,nodeone,53,33,0.6226415094339622,40,24,0.6
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,2,helius,61,47,0.7704918032786885,54,42,0.7777777777777778
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,3,zeroslot,65,55,0.8461538461538461,57,48,0.8421052631578947
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,4,temporal,12,9,0.75,12,9,0.75
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,5,astralane,6,4,0.6666666666666666,6,4,0.6666666666666666
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,6,landx,68,58,0.8529411764705882,61,52,0.8524590163934426
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,7,tpu-quic,108,20,0.18518518518518517,88,16,0.18181818181818182
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,8,tpu-udp,53,18,0.33962264150943394,41,7,0.17073170731707318
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,9,stellium,46,38,0.8260869565217391,36,32,0.8888888888888888
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,1,rpc,10,nodeone,52,35,0.6730769230769231,48,33,0.6875
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,2,helius,3,zeroslot,77,52,0.6753246753246753,64,43,0.671875
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,2,helius,4,temporal,5,2,0.4,5,2,0.4
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,2,helius,5,astralane,2,1,0.5,2,1,0.5
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,2,helius,6,landx,65,34,0.5230769230769231,53,27,0.5094339622641509
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,2,helius,7,tpu-quic,100,7,0.07,49,5,0.10204081632653061
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,2,helius,8,tpu-udp,42,5,0.11904761904761904,27,2,0.07407407407407407
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,2,helius,9,stellium,43,27,0.627906976744186,27,15,0.5555555555555556
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,2,helius,10,nodeone,58,20,0.3448275862068966,43,15,0.3488372093023256
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,3,zeroslot,4,temporal,6,1,0.16666666666666666,6,1,0.16666666666666666
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,3,zeroslot,5,astralane,3,1,0.3333333333333333,3,1,0.3333333333333333
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,3,zeroslot,6,landx,70,39,0.5571428571428572,57,30,0.5263157894736842
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,3,zeroslot,7,tpu-quic,107,5,0.04672897196261682,49,4,0.08163265306122448
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,3,zeroslot,8,tpu-udp,45,6,0.13333333333333333,28,2,0.07142857142857142
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,3,zeroslot,9,stellium,64,44,0.6875,51,35,0.6862745098039216
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,3,zeroslot,10,nodeone,61,23,0.3770491803278688,49,20,0.40816326530612246
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,4,temporal,5,astralane,10,8,0.8,10,8,0.8
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,4,temporal,6,landx,9,7,0.7777777777777778,9,7,0.7777777777777778
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,4,temporal,7,tpu-quic,49,4,0.08163265306122448,48,4,0.08333333333333333
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,4,temporal,8,tpu-udp,14,1,0.07142857142857142,14,1,0.07142857142857142
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,4,temporal,9,stellium,1,1,1.0,1,1,1.0
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,4,temporal,10,nodeone,8,6,0.75,8,6,0.75
BFmqBsaGjeYA7gHpReKmnVkRyhqiMmHoR9ttv1crWmzy,fifo,5,astralane,6,landx,5,3,0.6,5,3,0.6
