identity,leader_class,lane_a,name_a,lane_b,name_b,comparisons,a_wins,a_win_rate,matched_fee_comparisons,matched_fee_a_wins,matched_fee_a_win_rate
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,3,zeroslot,9,stellium,127,88,0.6929133858267716,71,56,0.7887323943661971
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,3,zeroslot,10,nodeone,115,36,0.3130434782608696,61,20,0.32786885245901637
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,4,temporal,5,astralane,4,2,0.5,4,2,0.5
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,4,temporal,6,landx,11,7,0.6363636363636364,3,2,0.6666666666666666
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,4,temporal,7,tpu-quic,11,1,0.09090909090909091,6,1,0.16666666666666666
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,4,temporal,9,stellium,8,3,0.375,1,1,1.0
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,4,temporal,10,nodeone,6,4,0.6666666666666666,2,1,0.5
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,5,astralane,6,landx,2,2,1.0,1,1,1.0
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,5,astralane,7,tpu-quic,2,0,0.0,2,0,0.0
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,5,astralane,9,stellium,1,1,1.0,1,1,1.0
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,6,landx,7,tpu-quic,131,3,0.022900763358778626,17,0,0.0
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,6,landx,9,stellium,122,33,0.27049180327868855,69,20,0.2898550724637681
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,6,landx,10,nodeone,125,90,0.72,71,57,0.8028169014084507
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,7,tpu-quic,9,stellium,114,110,0.9649122807017544,6,5,0.8333333333333334
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,7,tpu-quic,10,nodeone,115,108,0.9391304347826087,11,10,0.9090909090909091
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,prio,9,stellium,10,nodeone,107,63,0.5887850467289719,61,38,0.6229508196721312
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,2,helius,3,zeroslot,6,5,0.8333333333333334,4,3,0.75
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,2,helius,6,landx,5,1,0.2,4,1,0.25
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,2,helius,7,tpu-quic,9,1,0.1111111111111111,2,0,0.0
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,2,helius,9,stellium,4,1,0.25,0,0,
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,2,helius,10,nodeone,6,0,0.0,3,0,0.0
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,3,zeroslot,6,landx,5,4,0.8,4,3,0.75
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,3,zeroslot,7,tpu-quic,8,0,0.0,2,0,0.0
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,3,zeroslot,9,stellium,4,2,0.5,4,2,0.5
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,3,zeroslot,10,nodeone,4,1,0.25,3,1,0.3333333333333333
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,6,landx,7,tpu-quic,8,2,0.25,1,0,0.0
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,6,landx,9,stellium,7,2,0.2857142857142857,6,2,0.3333333333333333
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,6,landx,10,nodeone,5,3,0.6,4,3,0.75
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,7,tpu-quic,9,stellium,7,5,0.7142857142857143,0,0,
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,7,tpu-quic,10,nodeone,6,5,0.8333333333333334,1,1,1.0
5yEnvhM4Ld3UZs2n173J2iR369E1ddcbQYeLSZxk4cYj,prio,9,stellium,10,nodeone,4,3,0.75,3,2,0.6666666666666666
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,1,rpc,2,helius,8,6,0.75,6,5,0.8333333333333334
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,1,rpc,3,zeroslot,7,5,0.7142857142857143,4,3,0.75
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,1,rpc,4,temporal,2,1,0.5,2,1,0.5
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,1,rpc,5,astralane,1,1,1.0,1,1,1.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,1,rpc,6,landx,9,6,0.6666666666666666,7,4,0.5714285714285714
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,1,rpc,7,tpu-quic,10,1,0.1,5,1,0.2
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,1,rpc,9,stellium,9,7,0.7777777777777778,5,5,1.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,1,rpc,10,nodeone,7,6,0.8571428571428571,6,5,0.8333333333333334
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,2,helius,3,zeroslot,31,20,0.6451612903225806,17,13,0.7647058823529411
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,2,helius,4,temporal,7,4,0.5714285714285714,1,0,0.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,2,helius,5,astralane,2,1,0.5,1,0,0.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,2,helius,6,landx,34,12,0.35294117647058826,16,7,0.4375
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,2,helius,7,tpu-quic,45,8,0.17777777777777778,7,2,0.2857142857142857
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,2,helius,9,stellium,30,11,0.36666666666666664,15,5,0.3333333333333333
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,2,helius,10,nodeone,31,9,0.2903225806451613,15,2,0.13333333333333333
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,3,zeroslot,4,temporal,3,3,1.0,0,0,
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,3,zeroslot,5,astralane,1,1,1.0,0,0,
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,3,zeroslot,6,landx,26,14,0.5384615384615384,17,8,0.47058823529411764
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,3,zeroslot,7,tpu-quic,42,7,0.16666666666666666,6,0,0.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,3,zeroslot,9,stellium,30,18,0.6,21,11,0.5238095238095238
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,3,zeroslot,10,nodeone,24,12,0.5,13,5,0.38461538461538464
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,4,temporal,5,astralane,2,0,0.0,2,0,0.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,4,temporal,6,landx,7,2,0.2857142857142857,3,2,0.6666666666666666
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,4,temporal,7,tpu-quic,9,2,0.2222222222222222,3,1,0.3333333333333333
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,4,temporal,9,stellium,3,1,0.3333333333333333,0,0,
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,4,temporal,10,nodeone,5,3,0.6,2,2,1.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,5,astralane,6,landx,2,1,0.5,1,1,1.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,5,astralane,7,tpu-quic,2,0,0.0,1,0,0.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,5,astralane,9,stellium,1,0,0.0,0,0,
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,5,astralane,10,nodeone,2,1,0.5,1,1,1.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,6,landx,7,tpu-quic,47,7,0.14893617021276595,6,0,0.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,6,landx,9,stellium,37,11,0.2972972972972973,22,8,0.36363636363636365
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,6,landx,10,nodeone,37,32,0.8648648648648649,24,20,0.8333333333333334
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,7,tpu-quic,9,stellium,45,39,0.8666666666666667,6,6,1.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,7,tpu-quic,10,nodeone,44,39,0.8863636363636364,7,7,1.0
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,prio,9,stellium,10,nodeone,34,27,0.7941176470588235,22,18,0.8181818181818182
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,0,unknown,7,tpu-quic,1,1,1.0,0,0,
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,1,rpc,2,helius,14,9,0.6428571428571429,9,7,0.7777777777777778
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,1,rpc,3,zeroslot,12,9,0.75,6,6,1.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,1,rpc,4,temporal,1,1,1.0,1,1,1.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,1,rpc,6,landx,11,10,0.9090909090909091,9,8,0.8888888888888888
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,1,rpc,7,tpu-quic,30,6,0.2,15,1,0.06666666666666667
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,1,rpc,9,stellium,10,7,0.7,6,5,0.8333333333333334
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,1,rpc,10,nodeone,4,4,1.0,3,3,1.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,2,helius,3,zeroslot,32,23,0.71875,18,11,0.6111111111111112
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,2,helius,4,temporal,3,2,0.6666666666666666,1,0,0.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,2,helius,6,landx,23,12,0.5217391304347826,13,4,0.3076923076923077
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,2,helius,7,tpu-quic,41,7,0.17073170731707318,8,1,0.125
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,2,helius,9,stellium,17,10,0.5882352941176471,12,7,0.5833333333333334
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,2,helius,10,nodeone,15,4,0.26666666666666666,8,3,0.375
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,3,zeroslot,4,temporal,3,2,0.6666666666666666,1,1,1.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,3,zeroslot,6,landx,28,17,0.6071428571428571,18,10,0.5555555555555556
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,3,zeroslot,7,tpu-quic,42,5,0.11904761904761904,4,1,0.25
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,3,zeroslot,9,stellium,19,11,0.5789473684210527,13,9,0.6923076923076923
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,3,zeroslot,10,nodeone,13,5,0.38461538461538464,7,2,0.2857142857142857
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,4,temporal,6,landx,3,2,0.6666666666666666,1,1,1.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,4,temporal,7,tpu-quic,4,1,0.25,1,1,1.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,4,temporal,9,stellium,1,0,0.0,0,0,
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,4,temporal,10,nodeone,1,0,0.0,0,0,
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,6,landx,7,tpu-quic,41,3,0.07317073170731707,9,0,0.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,6,landx,9,stellium,15,2,0.13333333333333333,6,1,0.16666666666666666
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,6,landx,10,nodeone,16,10,0.625,13,7,0.5384615384615384
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,7,tpu-quic,9,stellium,33,29,0.8787878787878788,6,6,1.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,7,tpu-quic,10,nodeone,24,21,0.875,5,5,1.0
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,prio,9,stellium,10,nodeone,11,6,0.5454545454545454,6,3,0.5
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,1,rpc,2,helius,11,7,0.6363636363636364,4,4,1.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,1,rpc,3,zeroslot,9,6,0.6666666666666666,3,3,1.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,1,rpc,4,temporal,1,1,1.0,0,0,
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,1,rpc,6,landx,12,11,0.9166666666666666,7,7,1.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,1,rpc,7,tpu-quic,23,5,0.21739130434782608,5,4,0.8
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,1,rpc,9,stellium,7,4,0.5714285714285714,1,1,1.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,1,rpc,10,nodeone,5,3,0.6,5,3,0.6
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,2,helius,3,zeroslot,22,21,0.9545454545454546,11,11,1.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,2,helius,4,temporal,4,4,1.0,0,0,
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,2,helius,5,astralane,2,1,0.5,0,0,
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,2,helius,6,landx,19,6,0.3157894736842105,14,3,0.21428571428571427
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,2,helius,7,tpu-quic,30,8,0.26666666666666666,5,2,0.4
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,2,helius,9,stellium,14,8,0.5714285714285714,7,4,0.5714285714285714
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,2,helius,10,nodeone,16,3,0.1875,9,2,0.2222222222222222
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,3,zeroslot,4,temporal,3,1,0.3333333333333333,0,0,
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,3,zeroslot,5,astralane,1,1,1.0,0,0,
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,3,zeroslot,6,landx,18,3,0.16666666666666666,13,2,0.15384615384615385
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,3,zeroslot,7,tpu-quic,28,7,0.25,6,3,0.5
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,3,zeroslot,9,stellium,12,6,0.5,5,3,0.6
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,3,zeroslot,10,nodeone,11,1,0.09090909090909091,6,0,0.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,4,temporal,5,astralane,1,1,1.0,1,1,1.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,4,temporal,6,landx,1,0,0.0,0,0,
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,4,temporal,7,tpu-quic,8,2,0.25,4,2,0.5
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,5,astralane,6,landx,1,1,1.0,0,0,
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,5,astralane,7,tpu-quic,2,1,0.5,2,1,0.5
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,5,astralane,10,nodeone,1,1,1.0,0,0,
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,6,landx,7,tpu-quic,29,8,0.27586206896551724,7,1,0.14285714285714285
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,6,landx,9,stellium,19,13,0.6842105263157895,9,6,0.6666666666666666
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,6,landx,10,nodeone,14,13,0.9285714285714286,9,9,1.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,7,tpu-quic,9,stellium,22,14,0.6363636363636364,3,3,1.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,7,tpu-quic,10,nodeone,19,14,0.7368421052631579,2,0,0.0
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,prio,9,stellium,10,nodeone,13,7,0.5384615384615384,7,5,0.7142857142857143
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,1,rpc,2,helius,68,50,0.7352941176470589,30,27,0.9
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,1,rpc,3,zeroslot,69,58,0.8405797101449275,31,30,0.967741935483871
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,1,rpc,4,temporal,12,10,0.8333333333333334,8,7,0.875
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,1,rpc,5,astralane,5,5,1.0,5,5,1.0
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,1,rpc,6,landx,64,51,0.796875,34,25,0.7352941176470589
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,1,rpc,7,tpu-quic,101,15,0.1485148514851485,30,8,0.26666666666666666
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,1,rpc,9,stellium,50,40,0.8,26,23,0.8846153846153846
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,1,rpc,10,nodeone,45,36,0.8,28,21,0.75
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,2,helius,3,zeroslot,147,108,0.7346938775510204,91,68,0.7472527472527473
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,2,helius,4,temporal,18,9,0.5,7,5,0.7142857142857143
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,2,helius,5,astralane,4,2,0.5,3,2,0.6666666666666666
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,2,helius,6,landx,130,53,0.4076923076923077,75,23,0.30666666666666664
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,2,helius,7,tpu-quic,195,10,0.05128205128205128,16,0,0.0
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,2,helius,9,stellium,120,61,0.5083333333333333,68,34,0.5
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,2,helius,10,nodeone,119,28,0.23529411764705882,63,14,0.2222222222222222
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,3,zeroslot,4,temporal,15,6,0.4,4,3,0.75
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,3,zeroslot,5,astralane,3,1,0.3333333333333333,2,1,0.5
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,3,zeroslot,6,landx,135,83,0.6148148148148148,86,54,0.627906976744186
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,3,zeroslot,7,tpu-quic,188,12,0.06382978723404255,19,1,0.05263157894736842
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,3,zeroslot,9,stellium,126,91,0.7222222222222222,84,61,0.7261904761904762
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,3,zeroslot,10,nodeone,117,51,0.4358974358974359,77,31,0.4025974025974026
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,4,temporal,5,astralane,8,6,0.75,8,6,0.75
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,4,temporal,6,landx,15,14,0.9333333333333333,8,8,1.0
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,4,temporal,7,tpu-quic,30,3,0.1,10,0,0.0
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,4,temporal,9,stellium,13,9,0.6923076923076923,6,4,0.6666666666666666
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,4,temporal,10,nodeone,11,3,0.2727272727272727,4,1,0.25
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,5,astralane,6,landx,4,3,0.75,3,2,0.6666666666666666
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,5,astralane,7,tpu-quic,9,0,0.0,5,0,0.0
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,5,astralane,9,stellium,5,2,0.4,3,1,0.3333333333333333
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,5,astralane,10,nodeone,3,0,0.0,2,0,0.0
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,6,landx,7,tpu-quic,186,5,0.026881720430107527,20,2,0.1
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,6,landx,9,stellium,141,44,0.3120567375886525,87,33,0.3793103448275862
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,6,landx,10,nodeone,123,89,0.7235772357723578,71,47,0.6619718309859155
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,7,tpu-quic,9,stellium,166,163,0.9819277108433735,11,11,1.0
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,7,tpu-quic,10,nodeone,157,152,0.9681528662420382,10,9,0.9
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,prio,9,stellium,10,nodeone,122,78,0.639344262295082,77,47,0.6103896103896104
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,2,helius,9,8,0.8888888888888888,6,6,1.0
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,3,zeroslot,9,8,0.8888888888888888,5,5,1.0
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,4,temporal,16,9,0.5625,14,7,0.5
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,5,astralane,9,6,0.6666666666666666,8,5,0.625
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,6,landx,11,8,0.7272727272727273,10,7,0.7
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,7,tpu-quic,17,1,0.058823529411764705,12,0,0.0
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,8,tpu-udp,6,1,0.16666666666666666,5,0,0.0
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,9,stellium,5,3,0.6,3,1,0.3333333333333333
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,1,rpc,10,nodeone,8,4,0.5,6,2,0.3333333333333333
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,2,helius,3,zeroslot,7,5,0.7142857142857143,4,3,0.75
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,2,helius,4,temporal,10,3,0.3,5,2,0.4
65pHd5P2VrehonT1cdJ2JUnq5wi3WUgfL3A8RhYH7Kg7,harmonic,2,helius,5,astralane,4,1,0.25,2,1,0.5
