identity,leader_class,lane,lane_name,period,race_presence,firsts,neutral_expected_firsts,first_rate,lift_vs_neutral,mean_copies,mean_normalized_rank,analyzable_races_total
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,2,helius,all,297,34,71.20079365079376,0.11447811447811448,0.47752276704602387,1.0976430976430978,0.6065496232162894,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,2,helius,week:2026-W28,179,28,45.17142857142859,0.1564245810055866,0.6198608475648321,1.106145251396648,0.583293429103485,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,2,helius,week:2026-W29,118,6,26.02936507936508,0.05084745762711865,0.23050888800804953,1.0847457627118644,0.6418280871670702,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,3,zeroslot,all,298,27,72.40198412698425,0.09060402684563758,0.37291795695329694,1.0604026845637584,0.6615252476829654,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,3,zeroslot,week:2026-W28,184,22,46.888095238095275,0.11956521739130435,0.46920225460823606,1.0706521739130435,0.6389751552795029,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,3,zeroslot,week:2026-W29,114,5,25.51388888888889,0.043859649122807015,0.195971692977681,1.043859649122807,0.697921888053467,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,4,temporal,all,48,5,13.374603174603175,0.10416666666666667,0.37384286731545213,3.9375,0.6049107142857143,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,4,temporal,week:2026-W28,23,3,6.816666666666667,0.13043478260869565,0.4400977995110024,3.217391304347826,0.6654244306418218,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,4,temporal,week:2026-W29,25,2,6.557936507936509,0.08,0.3049739803945298,4.6,0.5492380952380952,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,5,astralane,all,12,1,2.757936507936508,0.08333333333333333,0.36258992805755397,1.4166666666666667,0.5839285714285715,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,5,astralane,week:2026-W29,12,1,2.757936507936508,0.08333333333333333,0.36258992805755397,1.4166666666666667,0.5839285714285715,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,6,landx,all,282,29,67.52698412698422,0.10283687943262411,0.4294579474401762,1.0638297872340425,0.5888508949679164,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,6,landx,week:2026-W28,166,19,42.15476190476193,0.1144578313253012,0.4507201355549277,1.072289156626506,0.5790447504302927,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,6,landx,week:2026-W29,116,10,25.372222222222224,0.08620689655172414,0.39413181519597107,1.0517241379310345,0.6028838259441707,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,7,tpu-quic,all,429,328,123.01746031746046,0.7645687645687645,2.6662881769267464,20.615384615384617,0.12979242979242986,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,7,tpu-quic,week:2026-W28,254,184,77.1880952380953,0.7244094488188977,2.3837872852339657,19.216535433070867,0.16042369703787027,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,7,tpu-quic,week:2026-W29,175,144,45.829365079365076,0.8228571428571428,3.142090224261841,22.645714285714284,0.08533333333333336,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,9,stellium,all,264,25,62.85079365079371,0.0946969696969697,0.3977674512577024,1.0757575757575757,0.6226190476190477,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,9,stellium,week:2026-W28,157,19,39.354761904761915,0.12101910828025478,0.48278782745477633,1.10828025477707,0.6163330300272974,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,9,stellium,week:2026-W29,107,6,23.49603174603174,0.056074766355140186,0.2553622698868435,1.02803738317757,0.6318424566088117,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,10,nodeone,all,275,31,64.75198412698421,0.11272727272727273,0.4787498084878192,1.0763636363636364,0.5962034632034636,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,10,nodeone,week:2026-W28,158,25,39.171428571428585,0.15822784810126583,0.6382202771699487,1.0569620253164558,0.5664858348402653,357105
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,prio,10,nodeone,week:2026-W29,117,6,25.580555555555552,0.05128205128205128,0.23455315452274952,1.1025641025641026,0.6363349613349613,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,1,rpc,all,1,1,0.5,1.0,2.0,5.0,0.0,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,1,rpc,week:2026-W29,1,1,0.5,1.0,2.0,5.0,0.0,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,2,helius,all,22,1,4.583333333333332,0.045454545454545456,0.21818181818181823,1.0909090909090908,0.6522727272727272,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,2,helius,week:2026-W28,17,0,3.3166666666666655,0.0,0.0,1.1176470588235294,0.638235294117647,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,2,helius,week:2026-W29,5,1,1.2666666666666666,0.2,0.7894736842105263,1.0,0.7,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,3,zeroslot,all,20,1,4.216666666666666,0.05,0.2371541501976285,1.05,0.685,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,3,zeroslot,week:2026-W28,17,1,3.4833333333333325,0.058823529411764705,0.2870813397129187,1.0588235294117647,0.7029411764705883,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,3,zeroslot,week:2026-W29,3,0,0.7333333333333334,0.0,0.0,1.0,0.5833333333333334,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,4,temporal,all,1,1,0.5,1.0,2.0,1.0,0.0,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,4,temporal,week:2026-W28,1,1,0.5,1.0,2.0,1.0,0.0,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,6,landx,all,21,3,4.5,0.14285714285714285,0.6666666666666666,1.2380952380952381,0.5595238095238095,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,6,landx,week:2026-W28,16,3,3.0999999999999996,0.1875,0.9677419354838711,1.3125,0.45312500000000006,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,6,landx,week:2026-W29,5,0,1.4,0.0,0.0,1.0,0.9,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,7,tpu-quic,all,31,21,8.283333333333331,0.6774193548387096,2.5352112676056344,25.096774193548388,0.15913978494623657,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,7,tpu-quic,week:2026-W28,21,15,4.8500000000000005,0.7142857142857143,3.092783505154639,29.0,0.1396825396825397,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,7,tpu-quic,week:2026-W29,10,6,3.4333333333333336,0.6,1.7475728155339805,16.9,0.2,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,9,stellium,all,19,0,4.166666666666667,0.0,0.0,1.2105263157894737,0.6421052631578948,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,9,stellium,week:2026-W28,14,0,2.433333333333333,0.0,0.0,1.2857142857142858,0.6214285714285716,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,9,stellium,week:2026-W29,5,0,1.7333333333333334,0.0,0.0,1.0,0.7,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,10,nodeone,all,21,3,4.25,0.14285714285714285,0.7058823529411765,1.1904761904761905,0.526984126984127,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,10,nodeone,week:2026-W28,17,1,3.3166666666666664,0.058823529411764705,0.30150753768844224,1.1764705882352942,0.5774509803921568,357105
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,prio,10,nodeone,week:2026-W29,4,2,0.9333333333333333,0.5,2.142857142857143,1.25,0.3125,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,1,rpc,all,27,8,6.617857142857144,0.2962962962962963,1.208850512682137,3.111111111111111,0.41481481481481486,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,1,rpc,week:2026-W28,10,2,2.792857142857143,0.2,0.7161125319693094,3.0,0.5916666666666667,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,1,rpc,week:2026-W29,17,6,3.8250000000000006,0.35294117647058826,1.568627450980392,3.176470588235294,0.3107843137254902,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,2,helius,all,52,6,12.627380952380946,0.11538461538461539,0.47515791458470846,1.0769230769230769,0.6418040293040292,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,2,helius,week:2026-W28,26,2,6.819047619047619,0.07692307692307693,0.29329608938547486,1.0384615384615385,0.7153846153846153,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,2,helius,week:2026-W29,26,4,5.808333333333335,0.15384615384615385,0.6886657101865133,1.1153846153846154,0.5682234432234432,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,3,zeroslot,all,48,5,11.302380952380949,0.10416666666666667,0.4423846639983149,1.125,0.6604166666666667,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,3,zeroslot,week:2026-W28,24,3,5.985714285714287,0.125,0.5011933174224343,1.125,0.69375,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,3,zeroslot,week:2026-W29,24,2,5.316666666666668,0.08333333333333333,0.3761755485893416,1.125,0.6270833333333333,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,4,temporal,all,8,0,1.9178571428571427,0.0,0.0,2.625,0.6339285714285714,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,4,temporal,week:2026-W28,2,0,0.47619047619047616,0.0,0.0,2.0,0.75,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,4,temporal,week:2026-W29,6,0,1.4416666666666667,0.0,0.0,2.8333333333333335,0.5952380952380952,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,5,astralane,all,5,0,1.5416666666666665,0.0,0.0,1.2,0.8761904761904761,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,5,astralane,week:2026-W29,5,0,1.5416666666666665,0.0,0.0,1.2,0.8761904761904761,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,6,landx,all,44,1,9.710714285714284,0.022727272727272728,0.10297903641044504,1.1136363636363635,0.5405303030303031,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,6,landx,week:2026-W28,19,0,4.152380952380953,0.0,0.0,1.0,0.5315789473684213,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,6,landx,week:2026-W29,25,1,5.558333333333335,0.04,0.17991004497751117,1.2,0.5473333333333333,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,7,tpu-quic,all,77,55,21.960714285714275,0.7142857142857143,2.5044722719141337,18.961038961038962,0.15596784168212735,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,7,tpu-quic,week:2026-W28,38,28,11.752380952380953,0.7368421052631579,2.3824959481361425,15.157894736842104,0.1469298245614035,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,7,tpu-quic,week:2026-W29,39,27,10.20833333333333,0.6923076923076923,2.644897959183674,22.666666666666668,0.16477411477411477,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,9,stellium,all,39,6,9.07738095238095,0.15384615384615385,0.6609836065573772,1.0769230769230769,0.5594627594627594,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,9,stellium,week:2026-W28,18,4,4.552380952380952,0.2222222222222222,0.8786610878661089,1.0555555555555556,0.46851851851851856,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,9,stellium,week:2026-W29,21,2,4.525000000000001,0.09523809523809523,0.44198895027624296,1.0952380952380953,0.6374149659863946,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,10,nodeone,all,32,1,7.24404761904762,0.03125,0.13804437140509446,1.0625,0.7081845238095238,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,10,nodeone,week:2026-W28,15,1,3.469047619047619,0.06666666666666667,0.2882635552505147,1.0666666666666667,0.6144444444444445,357105
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,prio,10,nodeone,week:2026-W29,17,0,3.7750000000000004,0.0,0.0,1.0588235294117647,0.7908963585434173,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,1,rpc,all,27,14,9.709523809523807,0.5185185185185185,1.4418832761157434,2.7037037037037037,0.32407407407407407,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,1,rpc,week:2026-W28,19,13,7.583333333333332,0.6842105263157895,1.7142857142857146,2.9473684210526314,0.28070175438596495,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,1,rpc,week:2026-W29,8,1,2.126190476190476,0.125,0.47032474804031354,2.125,0.4270833333333333,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,2,helius,all,39,3,10.726190476190474,0.07692307692307693,0.2796892341842398,1.0256410256410255,0.6200854700854701,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,2,helius,week:2026-W28,23,3,6.516666666666666,0.13043478260869565,0.4603580562659847,1.0434782608695652,0.6050724637681159,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,2,helius,week:2026-W29,16,0,4.20952380952381,0.0,0.0,1.0,0.6416666666666667,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,3,zeroslot,all,41,5,11.342857142857142,0.12195121951219512,0.4408060453400504,1.048780487804878,0.6898373983739838,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,3,zeroslot,week:2026-W28,25,3,7.4833333333333325,0.12,0.400890868596882,1.08,0.6846666666666666,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,3,zeroslot,week:2026-W29,16,2,3.8595238095238096,0.125,0.5181986428130784,1.0,0.6979166666666666,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,4,temporal,all,2,0,0.45,0.0,0.0,2.0,0.8333333333333333,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,4,temporal,week:2026-W28,2,0,0.45,0.0,0.0,2.0,0.8333333333333333,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,6,landx,all,37,3,9.826190476190474,0.08108108108108109,0.3053065180518537,1.027027027027027,0.6166666666666667,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,6,landx,week:2026-W28,22,2,5.933333333333333,0.09090909090909091,0.3370786516853933,1.0454545454545454,0.5666666666666667,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,6,landx,week:2026-W29,15,1,3.892857142857143,0.06666666666666667,0.25688073394495414,1.0,0.69,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,7,tpu-quic,all,76,54,24.8595238095238,0.7105263157894737,2.172205727420746,15.697368421052632,0.17828947368421055,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,7,tpu-quic,week:2026-W28,51,34,17.883333333333333,0.6666666666666666,1.9012115563839702,14.764705882352942,0.23137254901960785,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,7,tpu-quic,week:2026-W29,25,20,6.976190476190477,0.8,2.866894197952218,17.6,0.06999999999999999,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,9,stellium,all,33,2,8.709523809523809,0.06060606060606061,0.2296336796063423,1.0606060606060606,0.6368686868686869,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,9,stellium,week:2026-W28,21,1,6.05,0.047619047619047616,0.1652892561983471,1.0476190476190477,0.665079365079365,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,9,stellium,week:2026-W29,12,1,2.6595238095238094,0.08333333333333333,0.37600716204118173,1.0833333333333333,0.5875,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,10,nodeone,all,27,2,7.3761904761904775,0.07407407407407407,0.2711426726920593,1.037037037037037,0.7679012345679013,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,10,nodeone,week:2026-W28,14,0,4.1000000000000005,0.0,0.0,1.0,0.8738095238095237,357105
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,prio,10,nodeone,week:2026-W29,13,2,3.276190476190476,0.15384615384615385,0.6104651162790697,1.0769230769230769,0.6538461538461539,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,0,unknown,all,1,0,0.5,0.0,0.0,1.0,1.0,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,0,unknown,week:2026-W28,1,0,0.5,0.0,0.0,1.0,1.0,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,1,rpc,all,324,63,85.38015873015893,0.19444444444444445,0.7378763513325074,2.70679012345679,0.46687242798353895,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,1,rpc,week:2026-W28,190,44,55.99761904761911,0.23157894736842105,0.7857476933543084,2.3684210526315788,0.5124561403508773,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,1,rpc,week:2026-W29,134,19,29.38253968253967,0.1417910447761194,0.6466425368699695,3.1865671641791047,0.4022388059701493,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,2,helius,all,1207,130,313.26825396825257,0.10770505385252693,0.41497980836952136,1.076222038111019,0.6091144908667693,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,2,helius,week:2026-W28,739,98,197.32619047618996,0.13261163734776726,0.49663959844106453,1.0676589986468201,0.594857916102842,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,2,helius,week:2026-W29,468,32,115.94206349206374,0.06837606837606838,0.2759999178571667,1.0897435897435896,0.6316264753764759,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,3,zeroslot,all,1190,98,303.0706349206338,0.08235294117647059,0.3233569627280572,1.061344537815126,0.6697919167667064,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,3,zeroslot,week:2026-W28,722,64,188.63571428571402,0.0886426592797784,0.3392782763451858,1.0706371191135735,0.675230840258541,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,3,zeroslot,week:2026-W29,468,34,114.43492063492089,0.07264957264957266,0.29711210364246615,1.047008547008547,0.6614010989010991,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,4,temporal,all,217,27,66.60873015873022,0.12442396313364056,0.40535227042548844,3.096774193548387,0.676245336844415,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,4,temporal,week:2026-W28,141,17,47.28095238095243,0.12056737588652482,0.3595528250579108,2.5319148936170213,0.7280141843971629,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,4,temporal,week:2026-W29,76,10,19.32777777777776,0.13157894736842105,0.517390054613395,4.144736842105263,0.5802005012531328,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,5,astralane,all,32,1,6.52063492063492,0.03125,0.1533592989289192,1.53125,0.8160342261904763,357105
2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,prio,5,astralane,week:2026-W29,32,1,6.52063492063492,0.03125,0.1533592989289192,1.53125,0.8160342261904763,357105
